event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
QAT74,2026-03-01,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of the United Kingdom (2024-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,88,,634,Middle East,Qatar,Ad Dawnah,,,Doha,25.2793,51.5225,3,Al Arabiya; UK Ministry of Defence,Regional-International,"Interception: On 1 March 2026, a UK Royal Air Force Typhoon operating from Qatar shot down 1 drone (likely armed) fired by Iranian forces (coded as IRGC by default) as it was heading towards Qatari territory (coded to Qatar capital Doha) (Ad Dawnah).",0,US-Iran regional conflict,1772461043,,,,
ARE66,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,Military Forces of the United Arab Emirates (2022-),Military Forces of France (2017-),1,18,,784,Middle East,United Arab Emirates,Abu Dhabi,Abu Dhabi,,Zayid Port,24.5201,54.3836,1,Al Arabiya; Ministry of Defense (United Arab Emirates),National-Regional,"On 1 March 2026, 2 drones belonging to the Iranian forces (coded as IRGC by default) directly impacted a warehouse in the As Salam naval base belonging to UAE forces in Zayid Port (Abu Dhabi, Abu Dhabi), which also host a permanent French military presence. The attack caused a fire in 2 'general material' containers. There were no casualties.",0,US-Iran regional conflict,1772804399,,,,
ARE67,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,,,0,80,,784,Middle East,United Arab Emirates,Dubai,Sector 5,,Jebel Ali Port,25.0210,55.0569,2,Al Arabiya,Regional,"On 1 March 2026, Iranian forces (coded as IRGC by default) directly impacted, likely via a missile attack, a site in the Jebel Ali area (coded to Jebel Ali Port) (Sector 5, Dubai), causing a heavy smoke. Casualties unknown.",0,US-Iran regional conflict,1772461043,,,,
ARE68,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,,,0,80,,784,Middle East,United Arab Emirates,,,,Persian Gulf,26.9710,51.2510,3,Al Arabiya; Ministry of Defense (United Arab Emirates),Subnational-Regional,"On 1 March 2026, Iranian forces (coded as IRGC by default) fired 8 ballistic missiles targeting the UAE that fell into the Persian Gulf before reaching their intended targets. There were no casualties.",0,US-Iran regional conflict,1772804399,,,,
ARE69,2026-03-01,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of the United Arab Emirates (2022-),,1,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,18,,784,Middle East,United Arab Emirates,Abu Dhabi,Abu Dhabi,,Abu Dhabi,24.4667,54.3667,3,Al Arabiya; Ministry of Defense (United Arab Emirates),National-Regional,"Interception: On 1 March 2026, UAE forces intercepted 20 ballistic missiles, 2 cruise missiles and 311 one-way drones fired by Iranian forces (coded as IRGC by default) targeting the UAE, including over Dubai and Abu Dhabi (coded to Abu Dhabi city) emirates.",0,US-Iran regional conflict,1772804399,,,,
BHR14237,2026-03-01,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Bahrain (1999-),,1,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,18,,48,Middle East,Bahrain,Capital,,,Manama - Juffair,26.2127,50.6042,2,Al Arabiya,Regional,"Interception: On 1 March 2026, Bahraini forces intercepted 1 drone (likely armed) fired by Iranian forces (coded as IRGC by default) over the area of Manama - Juffair (Capital).",0,US-Iran regional conflict,1772461043,,,,
OMN87,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,Civilians (India),Civilians (Iran); Labor Group (India); Labor Group (Iran),7,78,Civilian targeting,512,Middle East,Oman,Musandam,Khasab,,Coast of Khasab,26.3673,56.2541,2,Al Arabiya; MarineTraffic; TankerTrackers; Twitter; UKMTO,Other-New media,"On 1 March 2026, at around 12:00 pm Muscat time, Iranian forces (coded as IRGC by default) launched a one-way drone that directly impacted the Skylight oil tanker (IMO: 9330020) around 5 nm north of Khasab port (coded to Coast of Khasab) (Musandam). All 20 crew members, including 15 Indian and 5 Iranian nationals, were evacuated, with 4 sustaining injuries and transferred for medical treatment.",0,US-Iran regional conflict,1772545242,,,,
OMN88,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,Civilians (India),Labor Group (India),7,78,Civilian targeting,512,Middle East,Oman,,,,Gulf of Oman,24.3870,59.2160,3,Al Arabiya; MarineTraffic; Oman Maritime Security Center; Twitter; UKMTO,Other-New media,"On 1 March 2026, at around 1:50 pm Muscat time, Iranian forces (coded as IRGC by default) directly impacted with 1 WBIED the MKD Vyom oil tanker (IMO: 9284386) in the Gulf of Oman around 52 nm northwest of Muscat. The attack set the ship's engine room on fire, killing 1 Indian crew member. The fire was contained the next day, and the vessel remains afloat.",1,US-Iran regional conflict,1772545242,,,,
ARE70,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,,,0,80,,784,Middle East,United Arab Emirates,,,,Persian Gulf,26.9710,51.2510,3,Twitter; UKMTO,Other-New media,"On 1 March 2026, at around 8:45pm Abu Dhabi time, an unknown projectile (coded as drone based on previous activity) likely fired by Iranian forces (coded as IRGC by default) exploded in close proximity to the Ocean Electra Panamax bulk carrier (IMO: 9402782) in the Persian Gulf around 35 nm west of Sharjah. There were no fatalities or injuries and the projectile did not damage the ship.",0,US-Iran regional conflict,1772545242,,,,
QAT75,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,,,0,80,,634,Middle East,Qatar,Ad Dawnah,,,Doha,25.2793,51.5225,1,Twitter,New media,"On 1 March 2026, Iranian forces (coded as IRGC by default) directly impacted with drones a food factory in Qatar (coded to capital Doha). Casualties unknown.",0,US-Iran regional conflict,1772461043,,,,
IRN35657,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,18,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 3,35.7661,51.4261,1,Human Rights Activists in Iran (HRA); Iran International; Twitter,Local partner-Other,"On 1 March 2026, Israeli forces targeted areas around the Jordan quarter, Vanak square, Red Crescent building, Khatam Al-Anbia Hospital, Motahari Hospital, and the Welfare Organization (coded as air/drone strikes by default) in Tehran - District 3 (Tehran, Tehran). The strikes also targeted and destroyed several buildings in the IRGC's Thar-Allah headquarters. Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Department of Defense on 28 February 2026.",0,US-Iran regional conflict,1773059279,,,,
IRN35658,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Iran),Health Workers (Iran),7,78,Civilian targeting,364,Middle East,Iran,Hamadan,Hamadan,Central,Hamadan,34.7992,48.5146,1,Human Rights Activists in Iran (HRA); Twitter,Local partner-Other,"On 1 March 2026, Israeli forces targeted emergency centers(coded as air/drone strikes by default) in Hamadan (Hamadan, Hamadan). 2 health workers were injured in the attacks in Hamadan and Sarab (East Azerbaijan). There were no fatalities. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026.",0,US-Iran regional conflict,1773059279,,,,
IRN35659,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Iran),Health Workers (Iran),7,78,Civilian targeting,364,Middle East,Iran,East Azerbaijan,Sarab,Central,Sarab,37.9408,47.5367,1,Human Rights Activists in Iran (HRA); Twitter,Local partner-Other,"On 1 March 2026, Israeli forces targeted emergency centers(coded as air/drone strikes by default) in Sarab (Sarab, East Azerbaijan). 2 health workers were injured in the attacks in Hamadan and Sarab (East Azerbaijan). There were no fatalities. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026.",0,US-Iran regional conflict,1773059279,,,,
IRN35660,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 3,35.7661,51.4261,1,Iran International; Vahid Online,New media-International,"On 1 March 2026, Israeli forces targeted the main building of the Islamic Republic of Iran Broadcasting (IRIB) (coded as air/drone strikes by default) in Tehran - District 3 (Tehran, Tehran). Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN35661,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,Police Forces of Iran (1989-) Ministry of Intelligence; Police Forces of Iran (1989-),1,18,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 7,35.7216,51.4438,1,FARS News Agency (Iran); Iran International; Twitter; Vahid Online,New media-National,"On 1 March 2026, Israeli forces targeted the IRGC building in Sepah square (coded as air/drone strikes by default) in Tehran - District 7 (Tehran, Tehran). The strikes also targeted the Ministry of Intelligence building in Seyyed Khandan neighborhood and Police (Faraja) headquarters in Muallem street. Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN35662,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 9,35.6843,51.3270,1,Iran International,International,"On 1 March 2026, Israeli forces targeted Mehrabad Airport (coded as air/drone strikes by default) in Tehran - District 9 (Tehran, Tehran). Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN35663,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 2,35.7512,51.3616,1,Iran International; Twitter; Vahid Online,New media-International,"On 1 March 2026, Israeli forces targeted Saadat Abad and Yousefabad neighborhoods and an area north-east of Milad Tower (coded as air/drone strikes by default) in Tehran - District 2 (Tehran, Tehran). Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN35664,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 7,35.7216,51.4438,1,Iran International; Vahid Online,New media-International,"On 1 March 2026, Israeli forces targeted areas in Abbas Abad and Sohrevardi quarters (coded as air/drone strikes by default) in Tehran - District 7 (Tehran, Tehran). Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN35665,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,18,,364,Middle East,Iran,Kermanshah,Dalaho,Central,Kerend e Gharb,34.2842,46.2423,1,Iran International,International,"On 1 March 2026, Israeli forces targeted an IRGC base (coded as air/drone strikes by default) in Kerend e Gharb (Dalaho, Kermanshah). Casualties unknown. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026.",0,US-Iran regional conflict,1773059279,,,,
IRN35666,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Alborz,Karaj,Central,Karaj,35.8327,50.9916,1,Iran International,International,"On 1 March 2026, Israeli forces targeted Sepah square (coded as air/drone strikes by default) in Karaj (Karaj, Alborz). Casualties unknown. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026.",0,US-Iran regional conflict,1773059279,,,,
IRN35667,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,18,,364,Middle East,Iran,Zanjan,Zanjan,Central,Zanjan,36.6764,48.4963,1,Iran International,International,"On 1 March 2026, Israeli forces targeted an IRGC base (coded as air/drone strikes by default) in Zanjan (Zajan, Zanjan). Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN35668,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 15,35.6402,51.4699,1,Iran International,International,"On 1 March 2026, Israeli forces targeted Afsariyeh neighborhood (coded as air/drone strikes by default) in Tehran - District 15 (Tehran, Tehran). Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN35669,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Police Forces of Iran (1989-) Islamic Republic of Iran Border Guard Command,,1,18,,364,Middle East,Iran,West Azerbaijan,Urumia,Central,Orumiyeh,37.5527,45.0761,3,FARS News Agency (Iran),National,"On 1 March 2026, Israeli forces targeted the border guard headquarters (coded as air/drone strikes by default) in West Azerbaijan province (coded to provincial center (Orumiyeh, Urumia). Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN35670,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Police Forces of Iran (1989-) Islamic Republic of Iran Border Guard Command,,1,18,,364,Middle East,Iran,Ilam,Mehran,Central,Mehran,33.1222,46.1646,1,FARS News Agency (Iran); Times of Israel,National-Regional,"On 1 March 2026, Iranain authorities claimed that Israeli forces targeted the Mehran Border Regiment headquarters (coded as air/drone strikes by default) in Mehran (Mehran, Ilam). At least 43 border regiment personnel were killed. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026.",43,US-Iran regional conflict,1773059279,,,,
IRN35671,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Kermanshah,Javanrud,Central,Javanrud,34.8067,46.4913,1,FARS News Agency (Iran),National,"On 1 March 2026, Israeli forces targeted (coded as air/drone strikes by default) Javanrud (Javanrud, Kermanshah). Casualties unknown. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026.",0,US-Iran regional conflict,1773059279,,,,
IRN35672,2026-03-01,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 7,35.7216,51.4438,1,FARS News Agency (Iran),National,"On 1 March 2026, local residents staged a rally in Haft-e Tir Square in Tehran - District 7 (Tehran, Tehran) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli airstrikes on Iranian military bases.",0,crowd size=no report; US-Iran regional conflict,1772461109,,,,
IRN35673,2026-03-01,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 6,35.7252,51.4029,1,FARS News Agency (Iran),National,"On 1 March 2026, local residents staged a rally in Enqelab Square in Tehran - District 6 (Tehran, Tehran) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli airstrikes on Iranian military bases.",0,crowd size=no report; US-Iran regional conflict,1772461109,,,,
IRN35674,2026-03-01,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 2,35.7512,51.3616,1,FARS News Agency (Iran),National,"On 1 March 2026, local residents staged a rally in Moghadam Square in Saadat Abad quarter in Tehran - District 2 (Tehran, Tehran) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli airstrikes on Iranian military bases.",0,crowd size=no report; US-Iran regional conflict,1772461109,,,,
IRN35675,2026-03-01,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Tehran,Shahr-e Qods,Central,Andisheh,35.7093,51.0235,1,FARS News Agency (Iran),National,"On 1 March 2026, local residents staged a rally in Marlik quarter in Andisheh (Shahr-e Qods, Tehran) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli airstrikes on Iranian military bases.",0,crowd size=no report; US-Iran regional conflict,1772461109,,,,
IRN35676,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,Civilians (Iran),Health Workers (Iran),7,78,Civilian targeting,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 6,35.7252,51.4029,1,FARS News Agency (Iran); Tasnim News Agency; Vahid Online,New media-National,"On 1 March 2026, Israeli forces targeted (coded as air/drone strikes by default) Gandhi Hospital in Tehran - District 6 (Tehran, Tehran). Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN35677,2026-03-01,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Golestan,Gorgan,Central,Gorgan,36.8427,54.4439,1,FARS News Agency (Iran),National,"On 1 March 2026, thousands staged a rally in Gorgan (Gorgan, Golestan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli airstrikes on Iranian military bases.",0,crowd size=thousands; US-Iran regional conflict,1772461109,,,,
IRN35678,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Police Forces of Iran (1989-),,1,18,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 2,35.7512,51.3616,1,Vahid Online,New media,"On 1 March 2026, Israeli forces targeted (coded as air/drone strikes by default) the police station 137 in Gisha neighborhood in Tehran - District 2 (Tehran, Tehran). Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN35679,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Iran (1989-),,1,Civilians (International),Labor Group (International),7,17,Civilian targeting,364,Middle East,Iran,,,,Persian Gulf,26.9710,51.2510,3,FARS News Agency (Iran); Tasnim News Agency,Subnational,"On 1 March 2026, a total of 3 American and British oil tankers were hit by Iranian missiles in the Persian Gulf. Casualties unknown.",0,US-Iran regional conflict,1772461109,,,,
IRN35680,2026-03-01,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,1,Military Forces of Israel (2022-),Military Forces of the United States (2025-),8,18,,364,Middle East,Iran,Tehran,Tehran,,Tehran,35.6944,51.4215,3,Tasnim News Agency,National,"Interception: On 1 March 2026, Iran Air Defense Force intercepted and shot down at least 10 drones (mostly Israeli Hermes reconnaissance drones) across the country, including Tehran, Khuzestan, Isfahan provinces and over Fordow Nuclear Enrichment Plant.",0,US-Iran regional conflict,1772461109,,,,
IRN35681,2026-03-01,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,1,Military Forces of Israel (2022-),Military Forces of the United States (2025-),8,18,,364,Middle East,Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.3190,48.6842,3,Tasnim News Agency,National,"Interception: On 1 March 2026, Iran Air Defense Force intercepted and shot down at least 10 drones (mostly Israeli Hermes reconnaissance drones) across the country, including Tehran, Khuzestan (coded to the provincial center Ahvaz), Isfahan provinces and over Fordow Nuclear Enrichment Plant.",0,US-Iran regional conflict,1772461109,,,,
IRN35682,2026-03-01,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,1,Military Forces of Israel (2022-),Military Forces of the United States (2025-),8,18,,364,Middle East,Iran,Isfahan,Isfahan,Central,Isfahan,32.6525,51.6746,3,Tasnim News Agency,National,"Interception: On 1 March 2026, Iran Air Defense Force intercepted and shot down at least 10 drones (mostly Israeli Hermes reconnaissance drones) across the country, including Tehran, Khuzestan, Isfahan provinces and over Fordow Nuclear Enrichment Plant.",0,US-Iran regional conflict,1772461109,,,,
IRN35683,2026-03-01,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,1,Military Forces of Israel (2022-),Military Forces of the United States (2025-),8,18,,364,Middle East,Iran,Qom,Qom,Central,Fordow Nuclear Enrichment Plant,34.8821,50.9981,1,Tasnim News Agency,National,"Interception: On 1 March 2026, Iran Air Defense Force intercepted and shot down at least 10 drones (mostly Israeli Hermes reconnaissance drones) across the country, including Tehran, Khuzestan, Isfahan provinces and over Fordow Nuclear Enrichment Plant.",0,US-Iran regional conflict,1772461109,,,,
IRN35684,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,1,18,,364,Middle East,Iran,East Azerbaijan,Tabriz,Central,Tabriz Shahid Madani Airport,38.1234,46.2446,1,Israeli Air Force,Other,"On 1 March 2026, Israeli forces targeted (coded as air/drone strikes by default) Tabriz Shahid Madani Airport and Tabriz number 2 Air Base (Tabriz, East Azerbaijan), destroying F-4 and F-5 military jets belonging to Iranian air forces. Casualties unknown. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026.",0,US-Iran regional conflict,1773059279,,,,
IRN35685,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,1,18,,364,Middle East,Iran,Sistan and Baluchestan,Zahedan,Central,Zahedan,29.4963,60.8629,1,Twitter,New media,"On 1 March 2026, US forces targeted (coded as air/drone strikes by default) a ballistic missile site in Zahedan (Sistan and Baluchestan). Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared Israeli strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN35686,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-),,1,18,,364,Middle East,Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.3142,47.0650,1,Twitter,New media,"On 1 March 2026, Israeli forces targeted (coded as air/drone strikes by default) radar sites belonging to Iranian army in Pardis quarter on the outskirts of Kermanshah (Kermanshah, Kermanshah). Casualties unknown. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026.",0,US-Iran regional conflict,1773059279,,,,
IRN35687,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,Civilians (Iran),1,18,,364,Middle East,Iran,Kermanshah,Ravansar,Central,Ravansar,34.7153,46.6533,1,Hengaw,Local partner-Other,"On 1 March 2026, Israeli forces targeted (coded as air/drone strikes by default) an IRGC base in Ravansar (Ravansar, Kermanshah), killing at least 20 people including IRGC personnel and civilians. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026.",20,US-Iran regional conflict,1773059279,,,,
IRN35688,2026-03-01,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Police Forces of Iran (1989-),,1,18,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 1,35.8070,51.4607,1,Twitter; VOA,New media-International,"On 1 March 2026, Israeli forces targeted the Niavarn Police Station (123) in a joint missile operation or air/drone strikes (coded as air/drone strikes by default) in Tehran - District 1 (Tehran, Tehran). Strikes also targeted the Nobonyad neighborhood. Casualties unknown. Israel and the United States launched this joint operation, codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States Department of Defense on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
